consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,key_resp_34.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_8.rt,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.2846,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,159,159,159,1,snorkel.png,watch.png,trident.png,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.7673,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5298,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,160,160,160,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.61,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.3499,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,161,161,161,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.3811,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.2395,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,162,162,162,1,tophat.png,watch.png,trident.png,4,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.7341,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7174,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,163,163,163,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.9365,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6404,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,164,164,164,1,train.png,watch.png,trident.png,2,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.9969,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6603,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165,165,165,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.1234,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5941,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,166,166,166,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.9858,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.9077,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,167,167,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.4672,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6394,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,168,168,168,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.8438,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5948,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,169,169,169,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.4496,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.2531,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,170,170,170,1,snorkel.png,watch.png,trident.png,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7903,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3526,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,171,171,171,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.9392,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.4847,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,172,172,172,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7006,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.5465,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,a,0,173,173,173,1,compass.png,tree.png,planet.png,5,a,3.0645,0.4228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.8545,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.2903,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,174,174,174,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.0156,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.0754,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,175,175,175,1,tophat.png,watch.png,trident.png,4,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7387,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5172,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,176,176,176,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7565,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.606,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,177,177,177,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,001,2023-08-17_20h08.36.015,study6,2022.2.5,Win32,60.0024001,5eb32b8adc8fc511560fca82,64da092c7a22c2da8d708e87,64deb661ca1c16e45346eb28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.8754,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
