consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,key_resp_34.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_8.rt,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.863,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,398,398,398,1,snorkel.png,watch.png,trident.png,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.936,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.633,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,399,399,399,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.701,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.705,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,400,400,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.972,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.593,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,401,401,401,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.978,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.603,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,402,402,402,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.683,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.95,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,403,403,403,1,north.png,watch.png,bell.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1.088,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.934,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,404,404,404,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.985,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.866,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,a,0,405,405,405,1,compass.png,watch.png,trident.png,5,k,4.217,1.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.925,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,406,406,406,1,compass.png,watch.png,bell.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.15,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.971,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,407,407,407,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.885,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.342,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,408,408,408,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.867,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.717,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,409,409,409,1,tophat.png,watch.png,trident.png,4,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.048,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.702,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,410,410,410,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.984,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.627,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,411,411,411,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.982,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.735,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,412,412,412,1,tophat.png,watch.png,trident.png,4,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.059,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.701,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,413,413,413,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.918,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,414,414,414,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.893,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.867,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,415,415,415,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.752,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.651,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,416,416,416,1,tophat.png,watch.png,trident.png,4,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.702,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.672,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,417,417,417,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5beecf340431f3000193c926,001,2023-08-14_15h13.42.422,study6,2022.2.5,Win32,59.95203837,5beecf340431f3000193c926,64da092c7a22c2da8d708e87,64da366823fe90c57e949295,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.971,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
