consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,resp4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.8779,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,109,109,109,1,apple.png,fox.png,trident.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.6704,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,110,110,110,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.6387,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,111,111,111,1,train.png,tree.png,planet.png,1,7.0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.0138,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,112,112,1,snorkel.png,bell.png,trident.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.023,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,113,113,113,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8782,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,114,114,114,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.6557,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,115,115,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.3114,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,116,116,116,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.6672,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,117,117,117,1,north.png,bell.png,planet.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7339,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,118,118,118,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7262,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,119,119,119,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.8855,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,120,120,1,train.png,tree.png,planet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.864,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,121,121,121,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.6557,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,122,122,122,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7781,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,123,123,123,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.611,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,124,124,124,1,tophat.png,tree.png,trident.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6891,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,125,125,125,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.6787,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,126,126,126,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6469,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,127,127,127,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.6033,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,128,128,128,1,snorkel.png,bell.png,planet.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7117,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,129,129,129,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.8566,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,130,130,130,1,tophat.png,tree.png,planet.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.9702,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,131,131,131,1,tophat.png,tree.png,trident.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.7555,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,132,132,132,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.6032,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,133,133,133,1,snorkel.png,bell.png,planet.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.0111,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,134,134,134,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.9374,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,135,135,135,1,train.png,tree.png,planet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.6916,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,136,136,136,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.5593,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,137,137,137,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.6564,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,138,138,138,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d60061e45714d00019ad6a4,001,2022-12-08_15h48.36.688,study3,2021.1.3,Win32,90.2119982,5d60061e45714d00019ad6a4,639196b66de4c8b2f2d051a0,6391f910ce6c0b8079a4e6a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.9584,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
